,Unnamed: 0,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
1815,1815,1,TRANSFER,42529.28,C2065886345,4934045.11,4891515.83,C1568059495,87913.35,122750.49,notFraud,0
1816,1816,1,TRANSFER,252129.73,C2030121719,4891515.83,4639386.1,C1899073220,844104.14,420946.86,notFraud,0
1817,1817,1,TRANSFER,473469.94,C573102881,4639386.1,4165916.16,C392292416,2743237.78,3420103.09,notFraud,0
1818,1818,1,TRANSFER,2317408.88,C1219553025,4165916.16,1848507.28,C1883840933,14437052.95,16874643.09,notFraud,0
1819,1819,1,TRANSFER,864389.49,C605686842,1848507.28,984117.79,C33524623,1751348.58,1517262.16,notFraud,0
1820,1820,1,TRANSFER,276094.92,C1417413828,984117.79,708022.87,C22805895,280157.9,651524.92,notFraud,0
1821,1821,1,TRANSFER,132355.33,C820587705,708022.87,575667.54,C1782113663,4408666.39,3997768.55,notFraud,0
1822,1822,1,TRANSFER,169106.97,C2142129482,575667.54,575667.54,C1170794006,575667.54,22190.99,notFraud,0
1823,1823,1,TRANSFER,2604219.11,C195163481,575667.54,0.0,C97730845,7263554.62,9940339.29,notFraud,0
1824,1824,1,TRANSFER,249740.75,C1062181581,2748.22,0.0,C968113504,6072.0,241220.25,notFraud,0
1825,1825,1,PAYMENT,7977.96,C1186657657,0.0,0.0,M1274225913,0.0,0.0,notFraud,0
1826,1826,1,PAYMENT,7848.22,C1333529571,402672.0,394823.78,M212232499,0.0,0.0,notFraud,0
1827,1827,1,PAYMENT,7625.73,C489047267,248677.0,241051.27,M1335914322,0.0,0.0,notFraud,0
1828,1828,1,PAYMENT,3499.43,C1613514326,31242.0,27742.57,M1610372241,0.0,0.0,notFraud,0
1829,1829,1,DEBIT,642.26,C1884422865,21363.0,20720.74,C1509514333,1772.9,2415.16,notFraud,0
1830,1830,1,CASH_OUT,41295.56,C1011104118,20720.74,0.0,C932583850,2614230.5,2719172.89,notFraud,0
1831,1831,1,CASH_OUT,13576.03,C1046009438,0.0,0.0,C812586739,367271.74,122027.28,notFraud,0
1832,1832,1,CASH_OUT,29572.74,C62739928,0.0,0.0,C1262822392,12464794.41,12494367.15,notFraud,0
1833,1833,1,CASH_OUT,53569.21,C1671007220,0.0,0.0,C1750905143,683211.62,424250.45,notFraud,0
1834,1834,1,CASH_OUT,139247.62,C2114687352,0.0,0.0,C1401316767,232039.71,407298.23,notFraud,0
1835,1835,1,CASH_OUT,60360.45,C102318785,0.0,0.0,C1256728724,94056.3,69756.86,notFraud,0
1836,1836,1,CASH_OUT,161795.9,C1868809295,0.0,0.0,C97730845,9867773.73,9940339.29,notFraud,0
1837,1837,1,CASH_OUT,607537.17,C1082795132,0.0,0.0,C1286084959,2090116.34,2107778.11,notFraud,0
1838,1838,1,CASH_OUT,254399.35,C1655242052,0.0,0.0,C1810132623,455863.64,97128.19,notFraud,0
1839,1839,1,CASH_OUT,427823.47,C778806426,0.0,0.0,C2083562754,777546.17,1186556.81,notFraud,0
1840,1840,1,CASH_OUT,16662.21,C1599823012,0.0,0.0,C97730845,10029569.63,9940339.29,notFraud,0
1841,1841,1,CASH_OUT,173570.67,C1323514615,0.0,0.0,C1850180796,588441.63,1268668.92,notFraud,0
1842,1842,1,CASH_OUT,54684.17,C1795468466,0.0,0.0,C1330400026,71672.0,817.21,notFraud,0
1843,1843,1,CASH_OUT,87963.9,C406358588,0.0,0.0,C1740000325,427792.72,1363368.51,notFraud,0
1844,1844,1,CASH_OUT,565349.9,C486759395,0.0,0.0,C665576141,5622929.89,5515763.34,notFraud,0
1845,1845,1,CASH_OUT,94527.39,C1247866422,0.0,0.0,C655381473,95007.35,189534.74,notFraud,0
1846,1846,1,CASH_OUT,315552.62,C80722676,0.0,0.0,C97730845,10046231.84,9940339.29,notFraud,0
1847,1847,1,CASH_OUT,48169.69,C1492822331,0.0,0.0,C2083562754,1205369.63,1186556.81,notFraud,0
1848,1848,1,CASH_OUT,118753.07,C1596009860,0.0,0.0,C1256728724,154416.74,69756.86,notFraud,0
1849,1849,1,CASH_OUT,106705.8,C310212872,0.0,0.0,C1629911510,210697.58,15375.37,notFraud,0
1850,1850,1,CASH_OUT,328967.35,C1805412777,0.0,0.0,C716083600,1889487.5,2444985.19,notFraud,0
1851,1851,1,CASH_OUT,55855.58,C1713546896,0.0,0.0,C20671747,68283.63,43691.09,notFraud,0
1852,1852,1,CASH_OUT,370751.08,C817490653,0.0,0.0,C2083562754,1253539.33,1186556.81,notFraud,0
1853,1853,1,CASH_OUT,49177.38,C1232433403,0.0,0.0,C1568059495,130442.64,122750.49,notFraud,0
1854,1854,1,CASH_OUT,63557.19,C1093441885,0.0,0.0,C997608398,361284.25,157982.12,notFraud,0
1855,1855,1,CASH_OUT,33663.22,C843686350,0.0,0.0,C721748895,168225.59,0.0,notFraud,0
1856,1856,1,CASH_OUT,20986.8,C1306085976,0.0,0.0,C1870252780,25475.43,46462.23,notFraud,0
1857,1857,1,CASH_OUT,301680.88,C793319856,0.0,0.0,C665576141,6188279.79,5515763.34,notFraud,0
1858,1858,1,CASH_OUT,9320.15,C176851829,0.0,0.0,C1330400026,126356.17,817.21,notFraud,0
1859,1859,1,CASH_OUT,241488.05,C1974606907,0.0,0.0,C1590550415,19274628.33,19169204.93,notFraud,0
1860,1860,1,CASH_OUT,60850.8,C1925059423,0.0,0.0,C1831477404,230396.43,247063.16,notFraud,0
1861,1861,1,CASH_OUT,476934.35,C358420513,0.0,0.0,C22805895,556252.82,651524.92,notFraud,0
1862,1862,1,CASH_OUT,598674.03,C1272115420,0.0,0.0,C985934102,1184203.57,971418.91,notFraud,0
1863,1863,1,CASH_OUT,135357.16,C778337881,0.0,0.0,C1816757085,11259893.58,10681238.79,notFraud,0
1864,1864,1,CASH_OUT,422125.99,C742568993,0.0,0.0,C716083600,2218454.85,2444985.19,notFraud,0
1865,1865,1,CASH_OUT,57643.24,C1373861264,0.0,0.0,C1096283470,66948.88,0.0,notFraud,0
1866,1866,1,PAYMENT,11261.67,C233519968,7004.0,0.0,M7346738,0.0,0.0,notFraud,0
1867,1867,1,TRANSFER,416106.78,C967460257,12283.0,0.0,C1831477404,291247.23,247063.16,notFraud,0
1868,1868,1,PAYMENT,4447.55,C1940912369,50268.0,45820.45,M667680223,0.0,0.0,notFraud,0
1869,1869,1,TRANSFER,25071.46,C669700766,25071.46,0.0,C1384210339,0.0,0.0,isFraud,0
1870,1870,1,CASH_OUT,25071.46,C1275464847,25071.46,0.0,C1364913072,9083.76,34155.22,isFraud,0
1871,1871,1,PAYMENT,3239.95,C1080167822,120792.0,117552.05,M943666520,0.0,0.0,notFraud,0
1872,1872,1,PAYMENT,10286.48,C1236303587,147166.0,136879.52,M892231982,0.0,0.0,notFraud,0
1873,1873,1,PAYMENT,2011.81,C1710228600,34672.0,32660.19,M606365803,0.0,0.0,notFraud,0
1874,1874,1,PAYMENT,9520.02,C1856589162,21099.0,11578.98,M675833472,0.0,0.0,notFraud,0
1875,1875,1,PAYMENT,4273.56,C1300132917,6489960.66,6485687.1,M1243495105,0.0,0.0,notFraud,0
1876,1876,1,CASH_OUT,26844.84,C1853422837,6485687.1,6458842.26,C2083117811,254506.86,290772.6,notFraud,0
1877,1877,1,PAYMENT,634.41,C91220956,18396.16,17761.75,M999221400,0.0,0.0,notFraud,0
1878,1878,1,CASH_OUT,58516.68,C8197402,17761.75,0.0,C932583850,2655526.06,2719172.89,notFraud,0
1879,1879,1,PAYMENT,5077.6,C692838068,21987.0,16909.4,M1392570698,0.0,0.0,notFraud,0
1880,1880,1,PAYMENT,4471.34,C528877978,22161.0,17689.66,M2008746677,0.0,0.0,notFraud,0
1881,1881,1,PAYMENT,6525.58,C15910024,337514.0,330988.42,M1420623741,0.0,0.0,notFraud,0
1882,1882,1,PAYMENT,12749.19,C2076829355,27552.0,14802.81,M1418245573,0.0,0.0,notFraud,0
1883,1883,1,PAYMENT,7652.07,C1112075608,26253.43,18601.35,M1898751355,0.0,0.0,notFraud,0
1884,1884,1,CASH_OUT,450465.15,C1164241227,18601.35,0.0,C1504109395,500206.13,593737.38,notFraud,0
1885,1885,1,PAYMENT,17540.66,C1414744767,160564.0,143023.34,M1366581056,0.0,0.0,notFraud,0
1886,1886,1,CASH_IN,2673.64,C1164394344,768815.91,771489.55,C1330400026,135676.32,817.21,notFraud,0
1887,1887,1,PAYMENT,4215.08,C665565246,771489.55,767274.47,M1776486598,0.0,0.0,notFraud,0
1888,1888,1,PAYMENT,3468.74,C438228197,13310.0,9841.26,M1719547057,0.0,0.0,notFraud,0
1889,1889,1,PAYMENT,244.09,C476973576,195601.0,195356.91,M1840940155,0.0,0.0,notFraud,0
1890,1890,1,PAYMENT,137.88,C32496853,59708.34,59570.46,M371440613,0.0,0.0,notFraud,0
1891,1891,1,PAYMENT,7155.31,C2062667107,59570.46,52415.15,M1129387802,0.0,0.0,notFraud,0
1892,1892,1,PAYMENT,2432.88,C1009218257,12946.0,10513.12,M936380963,0.0,0.0,notFraud,0
1893,1893,1,PAYMENT,9021.44,C1128158063,1536.0,0.0,M144467413,0.0,0.0,notFraud,0
1894,1894,1,PAYMENT,4476.2,C262815725,0.0,0.0,M941403433,0.0,0.0,notFraud,0
1895,1895,1,PAYMENT,14546.65,C159917166,6120.0,0.0,M1649498695,0.0,0.0,notFraud,0
1896,1896,1,TRANSFER,272709.33,C1012552887,76067.0,0.0,C1935365522,0.0,158433.78,notFraud,0
1897,1897,1,PAYMENT,7669.42,C1643299824,29659.0,21989.58,M688988404,0.0,0.0,notFraud,0
1898,1898,1,CASH_OUT,14750.26,C1098568947,21989.58,7239.33,C1899073220,1096233.87,420946.86,notFraud,0
1899,1899,1,CASH_OUT,107421.26,C795594631,7239.33,0.0,C1983747920,226328.33,95508.95,notFraud,0
1900,1900,1,CASH_OUT,36448.64,C1492219097,0.0,0.0,C832279283,148941.17,185389.8,notFraud,0
1901,1901,1,CASH_OUT,12939.66,C2026371507,0.0,0.0,C837659261,88439.28,57472.15,notFraud,0
1902,1902,1,CASH_OUT,198137.4,C1871542036,0.0,0.0,C747464370,1624385.68,1567434.81,notFraud,0
1903,1903,1,CASH_OUT,112193.65,C510368405,0.0,0.0,C977993101,767274.47,965870.05,notFraud,0
1904,1904,1,CASH_OUT,40030.78,C1299145277,0.0,0.0,C665576141,6458842.26,5515763.34,notFraud,0
1905,1905,1,CASH_OUT,207283.84,C178393154,0.0,0.0,C1749186397,215955.02,277515.05,notFraud,0
1906,1906,1,CASH_OUT,141648.13,C244577237,0.0,0.0,C1060830840,413572.32,130747.56,notFraud,0
1907,1907,1,CASH_OUT,361980.67,C1290698656,0.0,0.0,C248609774,6057072.17,6453430.91,notFraud,0
1908,1908,1,CASH_OUT,614317.64,C2049348234,0.0,0.0,C1782113663,4541021.72,3997768.55,notFraud,0
1909,1909,1,CASH_OUT,233255.73,C1612496268,0.0,0.0,C306206744,3214080.61,3554299.27,notFraud,0
1910,1910,1,PAYMENT,1420.96,C1904273153,21593.0,20172.04,M1311544814,0.0,0.0,notFraud,0
1911,1911,1,CASH_OUT,132842.64,C13692003,4499.08,0.0,C297927961,0.0,132842.64,isFraud,0
1912,1912,1,PAYMENT,4881.52,C94748968,0.0,0.0,M1944815218,0.0,0.0,notFraud,0
1913,1913,1,PAYMENT,14403.17,C1497558532,0.0,0.0,M1584833211,0.0,0.0,notFraud,0
1914,1914,1,PAYMENT,4843.76,C1970377948,0.0,0.0,M1518752790,0.0,0.0,notFraud,0
1915,1915,1,PAYMENT,7143.2,C351970188,0.0,0.0,M2146613458,0.0,0.0,notFraud,0
1916,1916,1,PAYMENT,2279.65,C115086468,0.0,0.0,M1855112877,0.0,0.0,notFraud,0
1917,1917,1,PAYMENT,2571.49,C800456240,0.0,0.0,M1164699452,0.0,0.0,notFraud,0
1918,1918,1,PAYMENT,2873.37,C594916129,0.0,0.0,M1537912396,0.0,0.0,notFraud,0
1919,1919,1,PAYMENT,7394.33,C1533972343,0.0,0.0,M1101451553,0.0,0.0,notFraud,0
1920,1920,1,PAYMENT,21902.51,C1329897103,0.0,0.0,M1091736037,0.0,0.0,notFraud,0
1921,1921,1,PAYMENT,1730.16,C1848163207,0.0,0.0,M435175610,0.0,0.0,notFraud,0
1922,1922,1,PAYMENT,11491.76,C1923810797,0.0,0.0,M669200356,0.0,0.0,notFraud,0
1923,1923,1,PAYMENT,14204.94,C205278236,0.0,0.0,M399653041,0.0,0.0,notFraud,0
1924,1924,1,PAYMENT,14432.6,C1031586763,0.0,0.0,M56510351,0.0,0.0,notFraud,0
1925,1925,1,PAYMENT,2501.21,C1835841364,0.0,0.0,M1803361784,0.0,0.0,notFraud,0
1926,1926,1,PAYMENT,27845.63,C809822663,0.0,0.0,M1104654975,0.0,0.0,notFraud,0
1927,1927,1,PAYMENT,900.37,C1225353990,0.0,0.0,M1243102466,0.0,0.0,notFraud,0
1928,1928,1,PAYMENT,28147.47,C1560670039,0.0,0.0,M557705922,0.0,0.0,notFraud,0
1929,1929,1,PAYMENT,3782.98,C602858680,0.0,0.0,M680865258,0.0,0.0,notFraud,0
1930,1930,1,PAYMENT,4828.64,C1519911160,0.0,0.0,M339581587,0.0,0.0,notFraud,0
1931,1931,1,PAYMENT,6540.9,C1075996552,0.0,0.0,M1096411163,0.0,0.0,notFraud,0
1932,1932,1,PAYMENT,21840.26,C1532800776,0.0,0.0,M600657906,0.0,0.0,notFraud,0
1933,1933,1,PAYMENT,5805.93,C1887466020,2158.0,0.0,M2123846943,0.0,0.0,notFraud,0
1934,1934,1,PAYMENT,5018.24,C1074630954,29259.83,24241.59,M167175174,0.0,0.0,notFraud,0
1935,1935,1,PAYMENT,1066.91,C2056566350,24241.59,23174.68,M1047477166,0.0,0.0,notFraud,0
1936,1936,1,PAYMENT,1902.02,C306674056,176112.0,174209.98,M749693202,0.0,0.0,notFraud,0
1937,1937,1,PAYMENT,1982.04,C1943444495,534.0,0.0,M874740624,0.0,0.0,notFraud,0
1938,1938,1,PAYMENT,7020.05,C486662053,106102.0,99081.95,M1244775150,0.0,0.0,notFraud,0
1939,1939,1,PAYMENT,11488.23,C222300483,20243.0,8754.77,M571481216,0.0,0.0,notFraud,0
1940,1940,1,PAYMENT,1253.6,C838800272,10861.0,9607.4,M1973256691,0.0,0.0,notFraud,0
1941,1941,1,PAYMENT,10183.1,C2015007762,99731.0,89547.9,M1514955661,0.0,0.0,notFraud,0
1942,1942,1,CASH_OUT,146534.96,C333879495,21114.0,0.0,C1112414583,0.0,67762.92,notFraud,0
1943,1943,1,PAYMENT,5616.1,C183304529,0.0,0.0,M645643802,0.0,0.0,notFraud,0
1944,1944,1,PAYMENT,5272.81,C521331027,30072.0,24799.19,M949314262,0.0,0.0,notFraud,0
1945,1945,1,TRANSFER,236343.99,C1511004956,43010.81,0.0,C1826334428,8061.0,33316.54,notFraud,0
1946,1946,1,TRANSFER,86401.93,C559998250,0.0,0.0,C977993101,879468.12,965870.05,notFraud,0
1947,1947,1,PAYMENT,3923.32,C703627308,291.0,0.0,M979420182,0.0,0.0,notFraud,0
1948,1948,1,CASH_OUT,289326.88,C1626529981,39689.0,0.0,C1076835071,20919.34,318637.36,notFraud,0
1949,1949,1,DEBIT,4444.35,C1184694332,10229.0,5784.65,C611572016,26112.94,2608.64,notFraud,0
1950,1950,1,PAYMENT,5323.28,C1799424291,22141.0,16817.72,M1472012329,0.0,0.0,notFraud,0
1951,1951,1,PAYMENT,2141.82,C540923243,41643.0,39501.18,M244297136,0.0,0.0,notFraud,0
1952,1952,1,PAYMENT,328.07,C1835316563,31485.0,31156.93,M1399225534,0.0,0.0,notFraud,0
1953,1953,1,PAYMENT,1439.72,C490630452,2102.0,662.28,M1857007886,0.0,0.0,notFraud,0
1954,1954,1,PAYMENT,4416.74,C648630181,3215.18,0.0,M1179272258,0.0,0.0,notFraud,0
1955,1955,1,CASH_OUT,84051.0,C678680178,0.0,0.0,C1529115495,89583.69,67268.02,notFraud,0
1956,1956,1,PAYMENT,1246.74,C1002911155,1468.0,221.26,M1467977993,0.0,0.0,notFraud,0
1957,1957,1,PAYMENT,1527.08,C1124317168,710262.99,708735.91,M1970612644,0.0,0.0,notFraud,0
1958,1958,1,TRANSFER,38829.9,C2006835220,708735.91,669906.01,C747464370,1822523.08,1567434.81,notFraud,0
1959,1959,1,PAYMENT,749.26,C1547817015,724.0,0.0,M35864696,0.0,0.0,notFraud,0
1960,1960,1,PAYMENT,2560.3,C1590129041,7257.0,4696.7,M1178777373,0.0,0.0,notFraud,0
1961,1961,1,TRANSFER,383736.31,C340789130,11294.0,0.0,C1259769769,21835.74,252055.24,notFraud,0
1962,1962,1,DEBIT,917.38,C208184824,200895.0,199977.62,C1219273867,10122.73,18474.7,notFraud,0
1963,1963,1,PAYMENT,6905.9,C1774589469,10614.5,3708.6,M988786279,0.0,0.0,notFraud,0
1964,1964,1,PAYMENT,3611.72,C773296871,3708.6,96.88,M1729734072,0.0,0.0,notFraud,0
1965,1965,1,PAYMENT,8949.54,C1052127672,44131.37,35181.82,M2037202079,0.0,0.0,notFraud,0
1966,1966,1,PAYMENT,2193.94,C1811880447,35181.82,32987.88,M1105282397,0.0,0.0,notFraud,0
1967,1967,1,PAYMENT,9479.66,C1314228008,32987.88,23508.22,M1590481849,0.0,0.0,notFraud,0
1968,1968,1,PAYMENT,10757.7,C1299126654,666.0,0.0,M116356643,0.0,0.0,notFraud,0
1969,1969,1,PAYMENT,6259.18,C1692523793,156636.0,150376.82,M1544067887,0.0,0.0,notFraud,0
1970,1970,1,PAYMENT,7003.44,C1771687225,5777.0,0.0,M347791431,0.0,0.0,notFraud,0
1971,1971,1,PAYMENT,6872.19,C2128195220,32561.0,25688.81,M1720746883,0.0,0.0,notFraud,0
1972,1972,1,PAYMENT,911.27,C1095203437,25688.81,24777.54,M45880026,0.0,0.0,notFraud,0
1973,1973,1,PAYMENT,7694.63,C824357143,24777.54,17082.91,M1397530667,0.0,0.0,notFraud,0
1974,1974,1,PAYMENT,11353.99,C698498109,55825.0,44471.01,M1265287441,0.0,0.0,notFraud,0
1975,1975,1,PAYMENT,6683.73,C1877240674,484579.0,477895.27,M1495257933,0.0,0.0,notFraud,0
1976,1976,1,PAYMENT,4261.17,C1642356615,4558.0,296.83,M2090563811,0.0,0.0,notFraud,0
1977,1977,1,PAYMENT,6146.81,C812168041,123877.0,117730.19,M399149970,0.0,0.0,notFraud,0
1978,1978,1,DEBIT,4479.63,C1418851979,154215.6,149735.97,C339924917,7666.22,12145.85,notFraud,0
1979,1979,1,CASH_OUT,144659.77,C1936375962,149735.97,149735.97,C757108857,149735.97,0.0,notFraud,0
1980,1980,1,CASH_OUT,53094.17,C116184677,149735.97,96641.81,C1068824137,279693.52,265092.36,notFraud,0
1981,1981,1,CASH_OUT,43721.1,C1161382705,96641.81,52920.71,C1529115495,173634.69,67268.02,notFraud,0
1982,1982,1,CASH_OUT,119537.32,C516413619,52920.71,0.0,C1826334428,244404.99,33316.54,notFraud,0
1983,1983,1,CASH_OUT,33349.84,C990684641,0.0,0.0,C721748895,201888.82,0.0,notFraud,0
1984,1984,1,CASH_OUT,335979.26,C1538462491,0.0,0.0,C1883840933,16754461.83,16874643.09,notFraud,0
1985,1985,1,CASH_OUT,183842.53,C1423752095,0.0,0.0,C557041912,600205.85,557537.26,notFraud,0
1986,1986,1,CASH_OUT,286737.98,C1962865655,0.0,0.0,C97730845,10361784.46,9940339.29,notFraud,0
1987,1987,1,CASH_OUT,472609.82,C704869156,0.0,0.0,C1740000325,515756.62,1363368.51,notFraud,0
1988,1988,1,CASH_OUT,271982.1,C1777043124,0.0,0.0,C1076835071,310246.22,318637.36,notFraud,0
1989,1989,1,CASH_OUT,154611.64,C1482344533,0.0,0.0,C728885526,544383.38,897150.84,notFraud,0
1990,1990,1,CASH_OUT,125275.0,C1538849250,0.0,0.0,C401424608,1477426.93,1178808.14,notFraud,0
1991,1991,1,CASH_OUT,443200.31,C1788034018,0.0,0.0,C306206744,3447336.33,3554299.27,notFraud,0
1992,1992,1,CASH_OUT,256481.43,C1601756706,0.0,0.0,C728885526,698995.02,897150.84,notFraud,0
1993,1993,1,CASH_OUT,236277.01,C1366212088,0.0,0.0,C453211571,3324684.82,3461666.05,notFraud,0
1994,1994,1,PAYMENT,7071.77,C1300576734,159939.0,152867.23,M1052399527,0.0,0.0,notFraud,0
1995,1995,1,PAYMENT,6511.48,C657069980,3216707.72,3210196.24,M51376124,0.0,0.0,notFraud,0
1996,1996,1,PAYMENT,8592.89,C1730182538,3210196.24,3201603.35,M197855654,0.0,0.0,notFraud,0
1997,1997,1,DEBIT,2356.99,C2083154356,34681.0,32324.01,C1234776885,2643188.16,2025098.66,notFraud,0
1998,1998,1,CASH_OUT,287126.39,C10885570,1861352.98,1574226.59,C793315160,29078.22,139915.18,notFraud,0
1999,1999,1,PAYMENT,7363.65,C1687087217,1574226.59,1566862.94,M928734079,0.0,0.0,notFraud,0
2000,2000,1,PAYMENT,4613.1,C403960809,1566862.94,1562249.83,M684429600,0.0,0.0,notFraud,0
2001,2001,1,PAYMENT,3787.43,C991242536,1562249.83,1558462.41,M1450712470,0.0,0.0,notFraud,0
2002,2002,1,PAYMENT,10543.05,C1366499339,9211.0,0.0,M633727380,0.0,0.0,notFraud,0
2003,2003,1,PAYMENT,10719.85,C931911789,15175.1,4455.25,M562685863,0.0,0.0,notFraud,0
2004,2004,1,PAYMENT,3857.29,C1773336805,4455.25,597.96,M1664165134,0.0,0.0,notFraud,0
2005,2005,1,PAYMENT,7028.85,C168870325,597.96,0.0,M1682619279,0.0,0.0,notFraud,0
2006,2006,1,PAYMENT,2402.16,C440472115,3071.0,668.84,M1882348832,0.0,0.0,notFraud,0
2007,2007,1,PAYMENT,3375.94,C2082678778,216077.0,212701.06,M1300528434,0.0,0.0,notFraud,0
2008,2008,1,PAYMENT,8999.94,C1598434875,579.0,0.0,M1031775150,0.0,0.0,notFraud,0
2009,2009,1,PAYMENT,2562.66,C1476812556,41800.0,39237.34,M906347731,0.0,0.0,notFraud,0
2010,2010,1,PAYMENT,8480.48,C1482429406,19817.0,11336.52,M410958248,0.0,0.0,notFraud,0
2011,2011,1,PAYMENT,9471.15,C1919576980,787.0,0.0,M1792088662,0.0,0.0,notFraud,0
2012,2012,1,PAYMENT,2569.57,C1378559537,90233.0,87663.43,M1073051173,0.0,0.0,notFraud,0
2013,2013,1,PAYMENT,4470.38,C518167684,1856.19,0.0,M2088969892,0.0,0.0,notFraud,0
2014,2014,1,PAYMENT,1068.22,C1997704619,0.0,0.0,M1665308978,0.0,0.0,notFraud,0
2015,2015,1,DEBIT,1128.69,C1775120226,51011.32,49882.62,C1234776885,2645545.15,2025098.66,notFraud,0
2016,2016,1,PAYMENT,3488.78,C211649273,49882.62,46393.85,M1862347028,0.0,0.0,notFraud,0
2017,2017,1,PAYMENT,6086.87,C419280591,5904.0,0.0,M13643661,0.0,0.0,notFraud,0
2018,2018,1,PAYMENT,688.53,C1622863652,244496.0,243807.47,M102052782,0.0,0.0,notFraud,0
2019,2019,1,PAYMENT,2778.17,C1932244589,2964.0,185.83,M1913017282,0.0,0.0,notFraud,0
2020,2020,1,PAYMENT,5078.54,C1173504361,185.83,0.0,M1792381498,0.0,0.0,notFraud,0
2021,2021,1,PAYMENT,5610.36,C1147394515,142.0,0.0,M70978270,0.0,0.0,notFraud,0
2022,2022,1,PAYMENT,5202.26,C1402333753,13294.25,8091.99,M353891891,0.0,0.0,notFraud,0
2023,2023,1,PAYMENT,5785.77,C1340086275,8091.99,2306.23,M332498651,0.0,0.0,notFraud,0
2024,2024,1,PAYMENT,7299.46,C1869177530,2306.23,0.0,M1164289802,0.0,0.0,notFraud,0
2025,2025,1,CASH_IN,47440.86,C168468389,201780.95,249221.81,C200224114,0.0,0.0,notFraud,0
2026,2026,1,PAYMENT,7538.0,C359806817,249221.81,241683.81,M824900551,0.0,0.0,notFraud,0
2027,2027,1,PAYMENT,4372.05,C1503614751,172643.0,168270.95,M129371198,0.0,0.0,notFraud,0
2028,2028,1,PAYMENT,748.42,C66845334,2290.57,1542.14,M1701436909,0.0,0.0,notFraud,0
2029,2029,1,PAYMENT,1296.58,C1181567472,1542.14,245.56,M1896708863,0.0,0.0,notFraud,0
2030,2030,1,PAYMENT,2545.15,C763236610,31914.0,29368.85,M106113013,0.0,0.0,notFraud,0
2031,2031,1,PAYMENT,2527.41,C719182854,107450.0,104922.59,M807239968,0.0,0.0,notFraud,0
2032,2032,1,PAYMENT,8361.63,C1832284192,1033187.17,1024825.54,M1917161212,0.0,0.0,notFraud,0
2033,2033,1,CASH_OUT,216007.53,C918307166,1024825.54,808818.01,C401424608,1602701.93,1178808.14,notFraud,0
2034,2034,1,PAYMENT,2092.06,C1786040872,53336.0,51243.94,M882706486,0.0,0.0,notFraud,0
2035,2035,1,PAYMENT,3920.09,C1785807415,21900.0,17979.91,M1041451158,0.0,0.0,notFraud,0
2036,2036,1,PAYMENT,2224.06,C1924802798,18813.16,16589.1,M775574071,0.0,0.0,notFraud,0
2037,2037,1,PAYMENT,5284.22,C1320869181,16589.1,11304.88,M1791589252,0.0,0.0,notFraud,0
2038,2038,1,PAYMENT,1632.21,C1226298219,11304.88,9672.67,M901815188,0.0,0.0,notFraud,0
2039,2039,1,PAYMENT,5965.13,C755759908,232.0,0.0,M205496410,0.0,0.0,notFraud,0
2040,2040,1,TRANSFER,56565.27,C2068100669,208023.0,151457.73,C1286084959,2697653.51,2107778.11,notFraud,0
2041,2041,1,DEBIT,5130.16,C1248435962,542.0,0.0,C932583850,2714042.74,2719172.89,notFraud,0
2042,2042,1,PAYMENT,10364.62,C944348744,20818.0,10453.38,M1225114731,0.0,0.0,notFraud,0
2043,2043,1,PAYMENT,577.01,C397309480,49524.0,48946.99,M288797801,0.0,0.0,notFraud,0
2044,2044,1,DEBIT,9420.9,C1702478809,9371.0,0.0,C2083117811,281351.7,290772.6,notFraud,0
2045,2045,1,PAYMENT,3735.16,C45643137,672.0,0.0,M1715686600,0.0,0.0,notFraud,0
2046,2046,1,PAYMENT,982.67,C1123166613,11340.0,10357.33,M1765690649,0.0,0.0,notFraud,0
2047,2047,1,PAYMENT,9469.26,C678115778,23845.0,14375.74,M1412564235,0.0,0.0,notFraud,0
2048,2048,1,CASH_OUT,32282.57,C123674777,14375.74,0.0,C1049817027,97055.04,60738.03,notFraud,0
2049,2049,1,PAYMENT,2673.65,C471004142,23264.0,20590.35,M1833335943,0.0,0.0,notFraud,0
2050,2050,1,PAYMENT,12911.82,C689448569,51485.0,38573.18,M1472036907,0.0,0.0,notFraud,0
2051,2051,1,PAYMENT,9334.02,C1555793073,23013.0,13678.98,M46627301,0.0,0.0,notFraud,0
2052,2052,1,PAYMENT,3783.07,C1787083818,20827.0,17043.93,M1367594377,0.0,0.0,notFraud,0
2053,2053,1,PAYMENT,7102.49,C1360878852,28010.0,20907.51,M1747721875,0.0,0.0,notFraud,0
2054,2054,1,PAYMENT,4804.74,C654740048,1110984.13,1106179.39,M1759915172,0.0,0.0,notFraud,0
2055,2055,1,CASH_OUT,291713.22,C1395173825,1106179.39,814466.17,C1789550256,4568765.44,4619798.56,notFraud,0
2056,2056,1,PAYMENT,2358.9,C1534655921,5421.0,3062.1,M1220524164,0.0,0.0,notFraud,0
2057,2057,1,PAYMENT,461.65,C291847739,60738.0,60276.35,M118881143,0.0,0.0,notFraud,0
2058,2058,1,PAYMENT,4457.72,C463215441,81752.0,77294.28,M777190206,0.0,0.0,notFraud,0
2059,2059,1,PAYMENT,633.75,C385784873,236799.99,236166.23,M1050149826,0.0,0.0,notFraud,0
